dataset,model,repeat,MAPE,MAE,RMSE
batlik/france,LinearRegression,20,3.9537232484178593,0.14938738203780297,0.1974402107140966
batlik/france,RandomForest,20,2.323263535274722,0.08177378472222219,0.10574925671199248
batlik/france,LinearRegression,21,3.9132387234694894,0.1450425298622222,0.1915171150544812
batlik/france,RandomForest,21,2.383997006271751,0.08243593749999996,0.10796491143280973
batlik/france,LinearRegression,22,4.057945818145013,0.14523196400758914,0.18774398029206155
batlik/france,RandomForest,22,2.387524189247614,0.08140781249999995,0.10405462249129323
batlik/france,LinearRegression,23,4.130642147476241,0.1496912416538127,0.193197098108756
batlik/france,RandomForest,23,2.378649748618633,0.08077395833333359,0.1018802520800225
batlik/france,LinearRegression,24,3.9298348216048433,0.1429415929054347,0.1896297959475572
batlik/france,RandomForest,24,2.4081364825587075,0.08414366319444433,0.10899733218973366
batlik/france,LinearRegression,25,4.075220098919462,0.15074775654824749,0.1984083437576709
batlik/france,RandomForest,25,2.4263115857170687,0.08548437499999996,0.10884413885230552
batlik/france,LinearRegression,26,3.961003333872392,0.14675849763645227,0.19348374607480553
batlik/france,RandomForest,26,2.3795234223156316,0.08374687500000004,0.10812529431559177
batlik/france,LinearRegression,27,3.866568170255159,0.1397240817443668,0.18331545552203307
batlik/france,RandomForest,27,2.370759901668941,0.08094236111111115,0.10214582678972042
batlik/france,LinearRegression,28,3.991480861642586,0.14864458525424162,0.19626102546986512
batlik/france,RandomForest,28,2.3382341459991447,0.08170763888888892,0.10700215064687044
batlik/france,LinearRegression,29,4.03579298409471,0.1483528636960577,0.19435309551870217
batlik/france,RandomForest,29,2.352775365375035,0.08199885416666661,0.10445160017190841
batlik/frisco,LinearRegression,0,5.145381517781344,0.24787129508897346,0.3275307422642528
batlik/frisco,RandomForest,0,3.141893200232474,0.14400520833333313,0.1828652411575559
batlik/frisco,LinearRegression,1,4.881485567121927,0.22872204249451725,0.30674368286282433
batlik/frisco,RandomForest,1,3.253266865816826,0.1477310763888887,0.18848699921089446
batlik/frisco,LinearRegression,2,5.24093227540963,0.2524281154863722,0.3370768131919772
batlik/frisco,RandomForest,2,3.3130058405482763,0.1517159722222223,0.19442069345022575
batlik/frisco,LinearRegression,3,4.985021456662791,0.2405542594599909,0.32265395470170133
batlik/frisco,RandomForest,3,3.3523798184144415,0.15359994212962963,0.190890641494105
batlik/frisco,LinearRegression,4,5.185665236911379,0.25564160172878775,0.3477044466414232
batlik/frisco,RandomForest,4,3.1860828149285614,0.14908593749999996,0.1926875424370156
batlik/frisco,LinearRegression,5,5.268528854233732,0.2533546641299853,0.3385028670800252
batlik/frisco,RandomForest,5,3.232154830334017,0.14787881944444425,0.1897749371514408
batlik/frisco,LinearRegression,6,4.943631601295725,0.24488610830050206,0.3382696428618982
batlik/frisco,RandomForest,6,3.189821841330138,0.15000694444444418,0.192109454207317
batlik/frisco,LinearRegression,7,5.013028209758316,0.23660361043442593,0.3100844818283402
batlik/frisco,RandomForest,7,3.24108451021744,0.14769531249999984,0.18908455197381624
batlik/frisco,LinearRegression,8,5.192907211018261,0.24947385558583057,0.334483643555868
batlik/frisco,RandomForest,8,3.3914334155919525,0.15612170138888873,0.19665277029823958
batlik/frisco,LinearRegression,9,5.043689235226492,0.24344312824146552,0.3218073134453509
batlik/frisco,RandomForest,9,3.275605291211625,0.15181319444444435,0.19443377657244168
batlik/frisco,LinearRegression,10,5.107603286908382,0.2484070187697285,0.3351027947915166
batlik/frisco,RandomForest,10,3.4334191078120067,0.15662413194444433,0.20178065610232127
batlik/frisco,LinearRegression,11,4.76574871666898,0.23159210726201587,0.31331622462072706
batlik/frisco,RandomForest,11,3.151096113612345,0.14741406250000005,0.1881265321550749
batlik/frisco,LinearRegression,12,5.104123562600321,0.2470860162026217,0.33301471831720003
batlik/frisco,RandomForest,12,3.2849468562784043,0.1515463541666666,0.19281045956060627
batlik/frisco,LinearRegression,13,5.104759386094458,0.24958663097300185,0.33624393689263726
batlik/frisco,RandomForest,13,3.2959908022976228,0.15345520833333348,0.19666523507600434
batlik/frisco,LinearRegression,14,4.903137989718527,0.23851526723843244,0.31479503415370014
